dataset,model,method,run_type,stepwise,lr,seed,pos,ff2,suffix,file,rows,unique_instances,unique_adapter_ids,agree_rows,epoch0_rows,specificity_rows,new_cot_rows,final_epoch_max,ff_hard_pct,ff_hard_agree_pct,question_final_ff_hard_pct,question_any_epoch_ff_hard_pct,agree_question_final_ff_hard_pct,agree_question_any_epoch_ff_hard_pct,ff_soft_pct_mean,ff_soft_pct_median,ff_soft_agree_pct_mean,answer_changed_pct,cot_prediction_changed_pct,answer_margin_drop_mean,answer_margin_drop_agree_mean,efficacy_mean,efficacy_median,efficacy_p10,efficacy_p90,cot_prob_drop_mean,cot_logprob_drop_mean,cot_step_prob_drop_mean,cot_step_prob_drop_median,cot_step_logprob_drop_mean,specificity_mean,loss_start_mean,loss_final_mean,loss_min_mean,loss_drop_mean,loss_drop_median
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,supp_phi3_arc_alllinear_r32_lr5e4_postcleanup_s0,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_supp_phi3_arc_alllinear_r32_lr5e4_postcleanup_s0.out,547,146,547,487,547,547,547,5,17.36745886654479,14.989733059548255,36.986301369863014,36.986301369863014,33.33333333333333,33.33333333333333,13.128967175880813,0.04531247612091782,12.351009489908837,17.36745886654479,21.755027422303474,3.4334620756596013,5.428478282476875,97.11854035476905,98.95387273955582,93.20772846835291,99.94389612280429,67.94910257962091,1.3490417982150258,97.11854035476905,98.95387273955582,4.9106918494038325,99.16819012797075,13.862943649291992,0.1434051676617571,0.1116277103276559,13.719538481630234,13.744983956217766
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,supp_phi3_arc_alllinear_r32_lr5e4_postcleanup_s1,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_supp_phi3_arc_alllinear_r32_lr5e4_postcleanup_s1.out,393,114,393,365,393,393,393,5,22.900763358778626,21.643835616438356,43.859649122807014,44.73684210526316,42.30769230769231,43.269230769230774,16.93244905055114,0.6101102941793779,17.70236696714406,22.900763358778626,25.954198473282442,4.1556707718794685,7.127415617678547,97.15983107730428,98.59627454499498,93.52916546729212,99.91496614670994,67.0944136476815,1.3280434708558877,97.15983107730428,98.59627454499498,4.610589363116951,99.03307888040712,13.862943649291992,0.14741026135232613,0.11236374278294524,13.715533387939667,13.740912161767483
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,supp_phi3_arc_downproj_r32_lr5e4_posfix_gs2_s0,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_supp_phi3_arc_downproj_r32_lr5e4_posfix_gs2_s0.out,547,146,547,487,547,547,547,5,4.021937842778794,3.0800821355236137,11.643835616438356,12.32876712328767,9.30232558139535,10.077519379844961,2.3579366834570727,0.010942846703643205,2.1138784577307845,4.021937842778794,12.79707495429616,0.33261298988687876,1.2728377443518992,69.70792885189695,74.6491218905875,41.84669481622671,90.59714132681913,26.890753655440555,0.3402673696904993,69.70792885189695,74.6491218905875,1.42689418410661,100.0,13.862943649291992,1.3980177665432367,1.3980177665432367,12.464925882748755,12.695318698883057
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,supp_phi3_arc_downproj_r32_lr5e4_posfix_gs2_s1,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_supp_phi3_arc_downproj_r32_lr5e4_posfix_gs2_s1.out,393,114,393,365,393,393,393,5,5.597964376590331,4.657534246575342,11.403508771929824,11.403508771929824,9.615384615384617,9.615384615384617,2.967615937737941,0.017660015233267323,3.4386535660290813,5.597964376590331,10.432569974554708,0.3436038219324178,1.4154232675387266,67.83895573394557,70.95452214889167,41.40946221981991,89.35624783420776,26.2668817250747,0.3297740790528499,67.83895573394557,70.95452214889167,1.3300713695794268,99.98727735368956,13.862943649291992,1.4003965070532782,1.4003965070532782,12.462547142238714,12.652614712715149
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_firstk4_only_diag_s0,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_firstk4_only_diag_s0.out,547,146,547,487,547,547,547,5,15.173674588665447,12.525667351129362,36.986301369863014,36.986301369863014,31.007751937984494,31.007751937984494,10.099888441324433,-0.08194503926149954,9.440444584531427,15.173674588665447,19.195612431444243,1.8220278674707238,3.5993516552689573,91.7233947030474,97.26402326159453,75.70825093972726,99.93367716174737,60.74688992306416,1.1573499711928463,91.7233947030474,97.26402326159453,4.064259573374577,99.04936014625228,13.862943649291992,0.20366294093266593,0.1708253376267619,13.659280708359326,13.691168129444122
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_firstk4_only_diag_s1,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_firstk4_only_diag_s1.out,393,114,393,365,393,393,393,5,19.84732824427481,17.534246575342465,35.96491228070175,35.96491228070175,33.65384615384615,33.65384615384615,13.062170227902381,0.11290532086776217,12.970097860242275,19.84732824427481,21.62849872773537,2.1468876397263577,4.046773987769155,91.29643591317992,96.75896254341538,78.9514887738729,99.85837488528408,59.20834400550665,1.1416325991541982,91.29643591317992,96.75896254341538,3.791948307106513,98.91857506361323,13.862943649291992,0.20899243140948637,0.1753260550437538,13.653951217882506,13.696013808250427
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_firstk4_repr_diag_clean_s0,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_firstk4_repr_diag_clean_s0.out,547,146,547,487,547,547,547,5,15.173674588665447,12.73100616016427,36.986301369863014,36.986301369863014,31.007751937984494,31.007751937984494,10.193545992765198,-0.07328055508104558,9.538903820283542,15.173674588665447,19.561243144424132,1.9698478905433843,3.7738486650713234,91.73430326103299,97.28698931965798,75.65401847905144,99.93429692838811,60.766242176405754,1.1584246228338377,91.73430326103299,97.28698931965798,4.0655888993722105,98.96709323583181,15.249238014221191,0.20698879315250535,0.17495060044339086,15.042249221068687,15.074894309043884
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_firstk4_repr_diag_clean_s1,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_firstk4_repr_diag_clean_s1.out,393,114,393,365,393,393,393,5,19.84732824427481,17.534246575342465,35.96491228070175,35.96491228070175,33.65384615384615,33.65384615384615,13.059563785080524,0.14151055797277934,12.969822190369744,19.84732824427481,21.374045801526716,2.095550647620459,4.051726041624485,91.34775468860994,96.72517103575608,79.18870641431636,99.85223383043763,59.305162146109986,1.143264157702298,91.34775468860994,96.72517103575608,3.7986842398425096,98.99491094147582,15.249238014221191,0.21278975074091788,0.18028030772492024,15.036448263480274,15.081206575036049
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_repr_only_diag_s0,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_repr_only_diag_s0.out,547,146,547,487,547,547,547,5,16.63619744058501,14.37371663244353,35.61643835616438,36.3013698630137,32.55813953488372,32.55813953488372,13.074771384867239,0.006275622332552189,12.25781624629824,16.63619744058501,21.389396709323584,3.522834851178297,5.503662316146103,97.17055703298193,98.96002079389352,93.24430259420372,99.9433706553282,67.96944789542678,1.3499315912261522,97.17055703298193,98.96002079389352,4.917063035322881,99.10420475319927,15.249238014221191,0.14451407159676935,0.1133505749555349,15.104723942624423,15.12942798435688
arc-challenge,Phi-3,npo_KL,sentencize,True,0.0005,1001,True,False,test_repr_only_diag_s1,npo_KL_sentencize_s=True_lr=0.0005_rs=1001_pos=True_ff2=False_test_repr_only_diag_s1.out,393,114,393,365,393,393,393,5,23.918575063613233,22.465753424657535,45.614035087719294,46.49122807017544,43.269230769230774,44.230769230769226,17.05029405908106,0.6868342104903724,17.755725106928754,23.918575063613233,26.717557251908396,4.065400823981095,7.045300912262393,97.15997573291247,98.61357157462321,93.73670215839935,99.91377856092285,67.10100780901786,1.3278568298307083,97.15997573291247,98.61357157462321,4.609776039387434,99.0203562340967,15.249238014221191,0.14847853711069237,0.11406084886128817,15.100759477110499,15.126797653734684
